Publication Type,Authors,Article Title,Source Title,Volume,Issue,Start Page,End Page,DOI,Publication Date,Publication Year,Abstract,Pass abstract screening?,Abstract Screener?,Measures emperically derived production based on results?,Measures simulation/model derived production based on results?,Results Screener?,"Primary, secondary production or both?",Production unit,Marine or estuarine production?,Other notes,,
J,"Langlois, Juliette; Freon, Pierre; Steyer, Jean-Philippe; Delgenes, Jean-Philippe; Helias, Arnaud",Sea use impact category in life cycle assessment: characterization factors for life support functions,INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT,20,7,970,981,10.1007/s11367-015-0886-7,Jul-15,2015,"The impact of human activities on marine environments is poorly addressed by the scope of life cycle impact assessment (LCIA). The aim of this study is to provide characterization factors to assess impacts of sea use such as fishing activities or seafloor destruction and transformation on the life support functions of marine ecosystems.The consensual framework of land use for ecosystem services damage potential assessment was applied, according to the recent United Nations Environment Programme-Society for Environmental Toxicology and Chemistry (UNEP-SETAC) guidelines, using the free net primary production as a quality index of life support functions.The impact of shading, biomass removal, seafloor destruction, and artificial habitat creation on the available quantity of organic biomass for the ecosystem functioning was quantified at the midpoint level with a common unit (kg of organic carbon equivalent). It included effects of human interventions on both the ecosystem production potential and the stock of biomass present within the ecosystem. Characterization factors (CF) for biomass removal vary from 0.1 kg(Ceq) kg(-1) for seaweed to 111.1 kg(Ceq) kg(-1) for tunas, bonitos, and billfishes. CF for seafloor destruction range from 0.164 kg(Ceq) m(-2) for a temperate seagrass ecosystem to 0.342 kg(Ceq) m(-2) for an intertidal tropical rocky habitat.This study provides an operational method in order to compute sea use impact assessment.",,,,,,,,,,,
J,"Aleksieva-Petrova, Adelina; Mladenova, Irena; Dimitrova, Katya; Iliev, Kamen; Georgiev, Atanas; Dyankova, Anna",Earth-Observation-Based Services for National Reporting of the Sustainable Development Goal Indicators-Three Showcases in Bulgaria,REMOTE SENSING,14,11,,,10.3390/rs14112597,Jun-22,2022,"Earth Observation (EO) is used to monitor and assess the status of, and changes in, the natural and manmade environment via remote sensing technologies, usually involving satellites carrying imaging devices. EO applications provide important inputs to governments in planning, implementing, and monitoring the progress of the 2030 Agenda for Sustainable Development. Along with other countries, Bulgaria has committed to all 17 Sustainable Development Goals (SDGs) and reflected them in its strategic documents. EO is one of the priority technologies for the development of the Bulgarian space sector. This paper analyzes how EO data could significantly help Bulgarian authorities in achieving and monitoring the progress of the SDG targets based on three specific EO monitoring pilot projects' results (showcases) focused more on the policy management approach than scientific achievement. The first project showed the opportunities of EO data for integration of a national (local) geospatial database with the existing international networks for monitoring natural disasters and accidents. The second demonstrated the time series usage of EO data for water quality monitoring. The third project integrated remote sensing data from EO and in situ measurements with ancillaries' data to provide phenology status and crop production forecast in a common geospatial database with the aim to support the Bulgarian agriculture sector modernization.",,,,,,,,,,,
J,"Ransley, J",Boats are for boys: queering maritime archaeology,WORLD ARCHAEOLOGY,37,4,621,629,10.1080/00438240500404623,Dec-05,2005,"From the masculine struggles of ancient and historic seafaring to the demands and Boys' Own, action man ethos of shipwreck archaeology, maritime archaeology remains entrenched in the Western, androcentric, dualistic, heteronormative paradigm. Just as boat-building, sailing, fishing, trading, exploring and colonizing are prescribed as male activities and male according to modern, Western constructs l maritime archaeology remains masculine in its approach, techniques and interpretation. By failing to acknowledge this, maritime archaeologists are restricting their reconstructions of past maritime societies. Moreover, they are further maintaining the perception of maritime archaeology as having a minor, subsidiary role within the wider discipline of archaeology. Consequently, there is a need for more rigorous and reflexive archaeological interpretation, for the production of self-critical, social archaeologies and for the queering of maritime archaeology.",,,,,,,,,,,
J,"Preat, Nils; De Troch, Marleen; van Leeuwen, Sonja; Taelman, Sue Ellen; De Meester, Steven; Allais, Florent; Dewulf, Jo",Development of potential yield loss indicators to assess the effect of seaweed farming on fish landings,ALGAL RESEARCH-BIOMASS BIOFUELS AND BIOPRODUCTS,35,,194,205,10.1016/j.algal.2018.08.030,Nov-18,2018,"In recent years, several indicators have been proposed to assess the effect of human activities on ecosystems provisioning capacity. Some of these methods focus on the Net Primary Production (NPP) available for ecosystem functioning through the comparison between the Human Appropriated Net Primary Production (HANPP) and the ecosystem's initial NPP at a given reference year. While some approaches have been proposed for marine ecosystems, most of the HANPP studies focus on terrestrial systems. This study highlights the relation between the HANPP methods and the production of natural resources in marine ecosystems. The linkage between current overfishing and future fish provisioning (ecosystem service) is well known. However, less studied before, is the relation between seaweed aquaculture and fish provisioning through the marine food web. Seaweed growth requires nutrients and light that will consequently be no longer available for natural phytoplankton production. As seaweed is periodically harvested, a fraction of the ecosystem's NPP (HANPP) is no longer available for ecosystem production. The HANPP of aquaculture reduces the ecosystem carrying capacity and thus affects commercial fish stocks. Therefore, an integrative approach is proposed in this study to assess the potential effect of seaweed farming on fish landings in the Greater North Sea. Three indicators are proposed to assess the Lost Potential Yield (LPY) in fish landings: LPYB, LPYV and LPYE, accounting respectively for reduction in biomass, monetary value and eco-exergy. For these three aspects, the LPY results remains smaller than the seaweed production, meaning that the overall natural resources balance for seaweed farming is positive.",,,,,,,,,,,
J,"Vannavong, Nanthasane; Seidu, Razak; Stenstroem, Thor-Axel; Dada, Nsa; Overgaard, Hans J.",Effects of socio-demographic characteristics and household water management on Aedes aegypti production in suburban and rural villages in Laos and Thailand,PARASITES & VECTORS,10,,,,10.1186/s13071-017-2107-7,Apr 4 2017,2017,"Background: Dengue fever is a mosquito-borne disease accounting for 50-100 million annual cases globally. Laos and Thailand are countries in south-east Asia where the disease is endemic in both urban and rural areas. Household water storage containers, which are favourable breeding sites for dengue mosquitoes, are common in these areas, due to intermittent or limited access to water supply. This study assessed the effect of household water management and socio-demographic risk factors on Aedes aegypti infestation of water storage containers.Methods: A cross-sectional survey of 239 households in Laos (124 suburban and 115 rural), and 248 households in Thailand (127 suburban and 121 rural) was conducted. Entomological surveys alongside semi-structured interviews and observations were conducted to obtain information on Ae. aegypti infestation, socio-demographic factors and water management. Zero-inflated negative binomial regression models were used to assess risk factors associated with Ae. aegypti pupal infestation.Results: Household water management rather than socio-demographic factors were more likely to be associated with the infestation of water containers with Ae. aegypti pupae. Factors that was significantly associated with Ae. aegypti infestation were tanks, less frequent cleaning of containers, containers without lids, and containers located outdoors or in toilets/ bathrooms.Conclusions: Associations between Ae. aegypti pupae infestation, household water management, and socio-demographic factors were found, with risk factors for Ae. aegypti infestation being specific to each study setting. Most of the containers did not have lids, larvicides, such as temephos was seldom used, and containers were not cleaned regularly; factors are facilitating dengue vector proliferation. It is recommended that, in Lao villages, health messages should promote proper use and maintenance of tightly fitted lids, and temephos in tanks, which were the most infested containers. Recommendations for Thailand are that small water containers should be cleaned weekly. Furthermore, in addition to health messages on dengue control provided to communities, attention should be paid to larval control for indoor containers in rural villages. Temephos or other immature control measures such as the use of pyriproxyfen, antilarval bacteria, or larvivorous fish should be used where temephos resistance is prevalent. Dengue control is not possible without additional adult mosquito control and community participation.",,,,,,,,,,,
J,"Cartaya, Juan",FOOD IN THE SPANISH NAVY IN THE MODERN AGE. A DIFFERENT VIEW OF THE BATTLE OF TRAFALGAR,HISTORIA INSTITUCIONES DOCUMENTOS,,35,127,#ERROR!,,2008,2008,"This paper studies food supplies on board the ships of the Spanish Navy that took part in the Battle of Trafalgar in the year 1805. It also studies the food supplies of the Spanish Armada from the time of its foundation, beginning with the fleets of Castile and Aragon in the Middle Ages and continuing with the fleets of the Mediterranean and the West Indies in the 16th, 17th and 18th centuries. The study includes the difficulties and costs involved in the supplying of food, the social differences existing on board, as reflected in what was eaten by the crew, the production of food, and the enforcement of the ordinances which regulated supplies.",,,,,,,,,,,
J,"Fujita, K",A field colonization experiment on small-scale distributions of algal symbiont-bearing larger foraminifera on reef rubble,JOURNAL OF FORAMINIFERAL RESEARCH,34,3,169,179,10.2113/34.3.169,Jul-04,2004,"A field colonization experiment using artificial substrate was conducted to examine small-scale distributions of algal symbiont-bearing larger foraminifera on reef rubble. The artificial substrate called artificial rubble (AR) consisted of two 10 X 10 X 3 cm fireproof bricks which were stacked and tied with thick fishing lines. Five replicates of the AR were placed at each of five experimental sites in coral reef-associated environments off Ishigaki Island (Okinawa, Japan) in mid-April, 1999. Ten weeks later, the fishing lines were carefully cut underwater using a knife, and the upper and lower sections of the AR were recovered separately. Comparisons of live larger foraminiferal abundances on natural reef rubble versus AR showed that mean densities of amphisteginids, calcarinids and nummulitids on AR were generally an order of magnitude lower than those on natural reef rubble, which ranged from <10(2) to >10(3) individuals per 100 cm(2) of bottom. On the other hand, mean densities of peneroplids and soritids on AR were comparable with those on natural reef rubble, suggesting that these taxa are the most efficient colonizers, at least during the experimental period. Analysis of foraminiferal abundances on the upper versus lower sections of AR revealed that live larger foraminifera were more common on the upper than lower section in shallow-water environments (<6 m depth), whereas they were more common on the lower section in reef slope environments; the difference was statistically significant only at a moat (shallow lagoon) site (alpha = 0.05). Peneroplids, soritids and reef flat-dwelling calcarinids were always more common on the upper than lower section. Particularly at the moat site, Peneroplis antillarum, P planatus, Sorites orbiculus and Neorotalia calcar were significantly more abundant on the upper section (alpha = 0.05). In contrast, amphisteginids, nummulitids and reef slope-dwelling calcarinids were consistently more common on the lower section, although their abundances were patchy and highly variable. Individuals of Amphistegina radiata and Heterostegina depressa were uncommon on upper sections (<20% of those encountered), and that difference was significant for A. radiata at a 30-m-deep reef slope site (alpha = 0.05). The prevalence of each taxon of larger foraminifera on either the upper or lower section of AR is possibly related to positive phototaxis, adaptation to high light, mechanisms for attachment, cryptic behavior, and epiphytization on experimental substrates.",,,,,,,,,,,
J,"Hickford, Michael J. H.; Schiel, David R.","Experimental Rehabilitation of Degraded Spawning Habitat of a Diadromous Fish, Galaxias maculatus (Jenyns, 1842) in Rural and Urban Streams",RESTORATION ECOLOGY,22,3,319,326,10.1111/rec.12079,May-14,2014,"Riparian vegetation has been compromised worldwide by anthropogenic stressors, including urbanization and livestock grazing. In New Zealand, one consequence has been a reduction in the obligate riparian spawning habitat of Galaxias maculatus. This diadromous species forms the basis of an important fishery where juveniles are caught as they migrate into freshwater. Spawning success of G. maculatus is closely associated with the nature of available riparian habitat. We used a field experiment in a rural stream to test whether livestock grazing limits egg production and whether there is a lag in increased egg production after protection from grazing because of the recovery time of riparian vegetation. In a separate experiment in an urban stream we tested whether improved riparian management can increase egg production. Livestock exclusion produced an immediate and long-lasting increase in the height and density of riparian vegetation with reduced fluctuations in the ground-level physical environment, and positive changes to the density and survival of eggs. After 4years, egg densities in exclosures were 400 times greater than in grazed controls and egg survival had doubled. Mowing riparian vegetation 2months prior to spawning reduced egg densities by 75% and survival by 25%. Our experiments showed that altering grazing and mowing in spawning sites produced dense riparian vegetation, that this improved the microsite environment and resulted in greatly increased egg deposition and survival over several years. This clearly indicates that the single most effective step in rehabilitating G. maculatus spawning habitat is a simple reduction in grazing/mowing pressure.",,,,,,,,,,,
J,"Theuerkauf, Seth J.; Puckett, Brandon J.; Eggleston, David B.","Metapopulation dynamics of oysters: sources, sinks, and implications for conservation and restoration",ECOSPHERE,12,7,,,10.1002/ecs2.3573,Jul-21,2021,"Metapopulation and source-sink dynamics are increasingly considered within spatially explicit management of wildlife populations, yet the application of these concepts has generally been limited to comparisons of the performance (e.g., demographic rates or dispersal) inside vs. outside protected areas, and at spatial scales that do not encompass an entire metapopulation. In the present study, a spatially explicit, size-structured matrix model was applied to simulate the dynamics of an Eastern oyster (Crassostrea virginica) metapopulation in the second largest estuary in the United States-the Albemarle-Pamlico Estuarine System in North Carolina. The model integrated larval dispersal simulations with empirical measures of oyster demographic rates to simulate the dynamics of the entire oyster metapopulation consisting of 646 reefs and five reef types: (1) restored subtidal reefs closed to harvest (i.e., sanctuaries or protected areas; n = 14), (2) restored subtidal reefs open to harvest (n = 53), (3) natural subtidal reefs open to harvest (n = 301), (4) natural intertidal reefs open to harvest (n = 129), and (5) oyster reefs on manmade, hard structures such as seawalls (n = 149). Key findings included (1) an overall stable, yet slightly declining oyster metapopulation, (2) variable reef type-specific population trajectories, largely dependent on spatiotemporal variation in larval recruitment, (3) a greater relative importance of inter-reef larval connectivity on metapopulation dynamics than local larval retention processes, and (4) spatiotemporal variation in the source-sink status of reef subpopulations wherein subtidal sanctuaries and reefs located in the northeastern portion of the estuary were frequent sources. From a management perspective, continued protection of oyster sanctuaries is warranted. Sanctuaries represented only 6.2% of the total reef area, however, they harbored 19% (+/- 2%) of all oysters and produced 25% (+/- 6%) of all larvae settling within the metapopulation. Additional management priorities should focus on restoration or conservation of subpopulations that serve as frequent source subpopulations (including those with poor demographic rates, but high connectivity potential), and management of harvest from sink subpopulations. The application of a source-sink framework and similar integrated modeling approach could inform management of oysters in other systems, as well as other species that exhibit similar metapopulation characteristics.",,,,,,,,,,,
J,"TREDRE, RF","THE ROLE OF ANOPHELES-GAMBIAE VAR-MELAS IN THE TRANSMISSION OF MALARIA IN THE VICINITY OF FREETOWN ESTUARY, SIERRA-LEONE, 1943",ANNALS OF TROPICAL MEDICINE AND PARASITOLOGY,40,4-Mar,380,418,10.1080/00034983.1946.11685297,1946,1946,,,,,,,,,,,,
J,"Allgeier, Jacob E.; Layman, Craig A.; Montana, Carmen G.; Hensel, Enie; Appaldo, Richard; Rosemond, Amy D.",Anthropogenic versus fish-derived nutrient effects on seagrass community structure and function,ECOLOGY,99,8,1792,1801,10.1002/ecy.2388,Aug-18,2018,"Humans are altering nutrient dynamics through myriad pathways globally. Concurrent with the addition of nutrients via municipal, industrial, and agricultural sources, widespread consumer exploitation is changing consumer-mediated nutrient dynamics drastically. Thus, altered nutrient dynamics can occur through changes in the supply of multiple nutrients, as well as through changes in the sources of these nutrients. Seagrass ecosystems are heavily impacted by human activities, with highly altered nutrient dynamics from multiple causes. We simulate scenarios of altered nutrient supply and ratios, nitrogen:phosphorus (N:P), from two nutrient sources in seagrass ecosystems: anthropogenic fertilizer and fish excretion. In doing so we tested expectations rooted in ecological theory that suggest the importance of resource dynamics for predicting primary producer dynamics. Ecosystem functions were strongly altered by artificial fertilizer (e.g., seagrass growth increased by as much as 140%), whereas plant/algae community structure was most affected by fish-mediated nutrients or the interaction of both treatments (e.g., evenness increased by similar to 140% under conditions of low fish nutrients and high anthropogenic nutrients). Interactions between the nutrient sources were found for only two of six response variables, and the ratio of nutrient supply was the best predictor for only one response. These findings show that seagrass structure and function are well predicted by supply of a single nutrient (either N or P). Importantly, no single nutrient best explained the majority of responsesmeasures of community structure were best explained by the primary limiting nutrient to this system (P), whereas measures of growth and density of the dominant producer in the system were best explained by N. Thus, while our findings support aspects of theoretical expectations, the complexity of producer community responses belies broad generalities, underscoring the need to manage for multiple simultaneous nutrients in these imperiled coastal ecosystems.",,,,,,,,,,,
J,"Zellmer, Amanda J.; Claisse, Jeremy T.; Williams, Chelsea M.; Schwab, Stuart; Pondella, Daniel J., II",Predicting Optimal Sites for Ecosystem Restoration Using Stacked-Species Distribution Modeling,FRONTIERS IN MARINE SCIENCE,6,,,,10.3389/fmars.2019.00003,Feb 12 2019,2019,"Habitat restoration is an important tool for managing degraded ecosystems, yet the success of restoration projects depends in part on adequately identifying preferred sites for restoration. Species distribution modeling using a machine learning approach provides novel tools for mapping areas of interest for restoration projects. Here we use stacked-species distribution models (s-SDMs) to identify candidate locations for installment of manmade reefs, a useful management tool for restoring structural habitat complexity and the associated biota in marine ecosystems. We created species distribution models for 21 species of commercial, recreational, ecological, or conservation importance within the Southern California Bight based on observations from long-term reef surveys combined with high resolution (200 m x 200 m) geospatial environmental data layers. We then combined the individual species models to create a stacked-species habitat suitability map, identifying over 800 km(2) of potential area for reef restoration within the Bight. When considering only the 21 focal species, s-SDM scores were positively associated with observed bootstrap species richness not only on natural reefs (linear model: slope = 0.27, 95% CI = 0.17-0.36, w = 1), but also this result was supported by two independent test datasets. The predicted richness from this linear model was associated with observed species richness when considering only the focal species on manmade reefs (linear model: slope = 0.52, 95% CI = 0.130-92, w = 1) and also when considering 204 other non-focal species on both natural and manmade reefs in southern California (slope = 3.65, 95% CI = 2.93-4.37, w = 1). Finally, our results demonstrate that the existing manmade reefs included in our study on average are located in regions with habitat suitability that is not only less suitable than natural reefs (t-value = -5.4; p < 0.05), but also only slightly significantly better than random (p < 0.05), demonstrating a need for more biologically informed placement of manmade reefs. The stacked-species distribution model provides insight for marine restoration projects in southern California specifically, but more generally this method can also be widely applied to other types of habitat restoration including both marine and terrestrial.",,,,,,,,,,,
J,"Allgeier, Jacob E.; Andskog, Mona A.; Hensel, Enie; Appaldo, Richard; Layman, Craig; Kemp, Dustin W.",Rewiring coral: Anthropogenic nutrients shift diverse coral-symbiont nutrient and carbon interactions toward symbiotic algal dominance,GLOBAL CHANGE BIOLOGY,26,10,5588,5601,10.1111/gcb.15230,Oct-20,2020,"Improving coral reef conservation requires heightened understanding of the mechanisms by which coral cope with changing environmental conditions to maintain optimal health. We used a long-term (10 month) in situ experiment with two phylogenetically diverse scleractinians (Acropora palmataandPorites porites) to test how coral-symbiotic algal interactions changed under real-world conditions that were a priori expected to be beneficial (fish-mediated nutrients) and to be harmful, but non-lethal, for coral (fish + anthropogenic nutrients). Analyzing nine response variables of nutrient stoichiometry and stable isotopes per coral fragment, we found that nutrients from fish positively affected coral growth, and moderate doses of anthropogenic nutrients had no additional effects. While growing, coral maintained homeostasis in their nutrient pools, showing tolerance to the different nutrient regimes. Nonetheless, structural equation models revealed more nuanced relationships, showing that anthropogenic nutrients reduced the diversity of coral-symbiotic algal interactions and caused nutrient and carbon flow to be dominated by the symbiont. Our findings show that nutrient and carbon pathways are fundamentally rewired under anthropogenic nutrient regimes in ways that could increase corals' susceptibility to further stressors. We hypothesize that our experiment captured coral in a previously unrecognized transition state between mutualism and antagonism. These findings highlight a notable parallel between how anthropogenic nutrients promote symbiont dominance with the holobiont, and how they promote macroalgal dominance at the coral reef scale. Our findings suggest more realistic experimental conditions, including studies across gradients of anthropogenic nutrient enrichment as well as the incorporation of varied nutrient and energy pathways, may facilitate conservation efforts to mitigate coral loss.",,,,,,,,,,,
J,"Thomas, Keith; Ironside, Kayleigh; Clark, Lisa; Bingle, Lewis",Preliminary microbiological and chemical analysis of two historical stock ales from Victorian and Edwardian brewing,JOURNAL OF THE INSTITUTE OF BREWING,127,2,167,175,10.1002/jib.641,2021,2021,"Historical beers are a valuable source of information on past brewing microbiology providing opportunity for analysis and isolation. Although rarely found intact and suffering variable degrees of deterioration they can contain living microbial cells and residues of chemical components indicating the character of the beers and their production processes. This report summarises preliminary analysis of two beers from Victorian and Edwardian times and provides an indication of their chemistry and microbiology. One beer, recovered from the 1895 Scottish shipwreck Wallachia, was a 7.5% ABV stout, the other an 11% ABV celebration King's Ale, a barley wine, brewed by Bass in 1902 for the visit of King Edward VII. Live yeast was isolated from both beers: Brettanomyces and Debaryomyces from the Wallachia stout and Saccharomyces from the Bass Ale. Ribosomal DNA amplicon sequencing indicated the presence of a wide range of microorganisms in both beers including lactobacilli and pediococci in the Wallachia beer and staphylococci in the Bass Ale. Both beers are likely to be in the category of stock ales of the time and would have been matured for a period before bottling. The presence of Brettanomyces bruxellensis in both beers confirms the understanding of this species as an important contributor to these beers but it is also interesting that Debaryomyces species are consistently present as a major component and that Saccharomyces are less prevalent. (c) 2021 The Institute of Brewing & Distilling",,,,,,,,,,,
J,"Coleman, Felicia C.; Koenig, Christopher C.","The Effects of Fishing, Climate Change, and Other Anthropogenic Disturbances on Red Grouper and Other Reef Fishes in the Gulf of Mexico",INTEGRATIVE AND COMPARATIVE BIOLOGY,50,2,201,212,10.1093/icb/icq072,Aug-10,2010,"In this article, we consider the potential effects of anthropogenic disturbances on marine fish species known or suspected to be habitat engineers. The three species of interest inhabit different marine habitats at different life stages, and therefore can have significant influences across the sea floor at broad spatial scales. The primary species include the shallow-water Atlantic goliath grouper (Epinephelus itajara), which inhabits mangrove root systems as juveniles, and caves, shipwrecks, and rocky reefs as adults; red grouper (E. morio), which excavates habitat throughout its benthic life in Karst regions of the Gulf of Mexico and western Atlantic, from the coast to the shelf-edge; and tilefish (Lopholatilus chamaeleonticeps), a species that lives on the continental slope and constructs elaborate, pueblo-esque burrows. The anthropogenic disturbances of greatest interest in the Gulf of Mexico include fishing, hypoxia, red tide, oil and gas exploration, and climatic change. We suggest that to understand the broader effects of both natural and anthropogenic disturbances on biomass and productivity in these species requires that we first understand the strength of interactions between them and the other species residing within their communities (e.g., predators, prey, commensals, and mutualists).",,,,,,,,,,,
J,"BECK, MW",SIZE-SPECIFIC SHELTER LIMITATION IN STONE CRABS - A TEST OF THE DEMOGRAPHIC BOTTLENECK HYPOTHESIS,ECOLOGY,76,3,968,980,10.2307/1939360,Apr-95,1995,"Habitat structural complexity can facilitate species persistence by providing refuges and the availability of refuges may control the size of many populations. In organisms that increase greatly in size during ontogeny the size and abundance of refuges is particularly important, because population-regulating factors may operate strongly on only one size class or ontogenetic stage within a population, creating a demographic bottleneck. I test the demographic bottleneck hypothesis in stone crabs by first supplementing shelter with five different sizes of polyvinyl chloride (PVC) pipe at eight sites in St. Joseph Bay, Florida to determine the size class most likely to be shelter limited. I then used tethering experiments, cage studies, and natural observations to ask if habitat structural complexity regulates the stone crab population through its size-specific effects on growth, survival, and fecundity.Shelter availability appears to create a demographic bottleneck that affects the growth and fecundity of large crabs. In both 1991 and 1992, and largest PVC pipes were occupied in significantly greater proportions than smaller pipes, suggesting that this shelter size class is limiting. Predation is size specific; smaller individuals are at significant risk but no large crabs were taken by predators. However, shelter is particularly important for the growth of large crabs. There was a fivefold increase in molting individuals on shelter-supplemented sites relative to natural densities suggesting that the bottleneck size class has been identified correctly and that shelter additions can alleviate the bottleneck. Supplemental shelters also particularly attracted gravid females and, in tethering experiments, females with shelter produce egg masses twice as quickly as females without shelter. These results differ from most prior results in marine populations in two ways. First, it is factors affecting adults and not juveniles that may regulate the stone crab populations. Second, refuge use in those size classes likely to be shelter limited is not explained primarily by predation, but by effects on growth and fecundity. The evidence suggests the merits of the demographic bottleneck hypothesis; habitat structural complexity may affect both the size of populations and the size of individuals within the population.",,,,,,,,,,,
J,"Lougas, Lembi; Blauer, Auli",Detecting Medieval Foodways in the North-eastern Baltic: Fish Consumption and Trade in Towns and Monasteries of Finland and Estonia,ENVIRONMENTAL ARCHAEOLOGY,26,6,543,554,10.1080/14614103.2020.1758993,Nov 2 2021,2021,"Lembi Lougas is a research track associate professor at the Tallinn University and the head of the Archaeological Research Collection department. Lembi's special area of research includes archaeozoology, environmental archaeology and multidisciplinary studies. The animal groups included in her research are mostly those living in the North Europe, both the aquatic and terrestrial vertebrates are in focus. Auli Blauer is an Academy Research Fellow at the University of Turku, Finland. Her special area of research is zooarchaeological analysis and multidisciplinary studies, combining osteological material, aDNA studies, isotopic data, and historical sources. Her latest interests include applying archaeological data in the preservation of native animal breeds.",,,,,,,,,,,
J,"Bologa, A. S.; Bodeanu, N.; Petran, A.; Tiganus, V.; Zaitsev, Yu. P.",Major modifications of the Black Sea benthic and planktonic biota in the last three decades,Bulletin de l'Institut Oceanographique (Monaco),0,SPEC. ISSUE 15,85,110,,1995,1995,"During the last three decades, increasing eutrophication and other manmade activities have considerably changed the structure and functioning of the Black Sea ecosystems, mainly in its NW comer, affecting both the qualitative and the quantitative state of the benthic and planktonic communities. Marked changes have been registered especially in the structure of littoral ecosystems. The macrophytobenthos has shown a gradual but continuous decline, approximately since 1945-1950, due to both natural (e.g. occasional massive frosts) and anthropogenic factors (silting of the rocky bottom, increased turbidity, diminution of light penetration). The previously large belts of Cystoseira barbata, a perennial brown alga, along the western coast have practically disappeared as have numerous other associated and/or epiphytic algal and animal species. The present algal flora, which displays a reduced species diversity, is uniform. Generally it is dominated by Enteromorpha intestinalis, E. linza, Ceramium elegans and C. arborescens. These newly dominant species with short and nearly seasonal life cycles show considerable production but, nevertheless, they do not reach the levels attained by Cystoseira during previous decades. The evolution of zoobenthos communities is marked by a qualitative impoverishment, expressed by a 50 to 60% reduction of species number since the 1960s, and by the decline in density of the numerous populations formerly omnipresent. Thus species which were prevailing and characteristic formerly (Spio filicornis, Corbula mediterranea, Syndesmia fragilis, Spisula subtruncata, Mytilus galloprovincialis) have given place to fewer opportunistic species (Neanthes succinea, Polydora limicola, Melinna palmata, Mya arenaria, Scapharca inaequivalvis) which have proliferated. The resulting population increases did not compensate however for the reduction of general biomass and density, which are lower by 35-84% than those measured 25 years ago. While zoobenthic communities have become more and more homogeneous as a result of mass proliferation of a few species, their structure is now more unstable owing to the permanent disturbance generated by blooms and related benthic mass mortalities. Due to intense eutrophication phytoplankton biomass surpasses that of the past. Some essential structural changes have occurred and new quantitative and qualitative characteristics have been recorded. The increase of the amplitude and frequency of algal blooms is a significant ecological consequence of the accumulation of nutrients in sea water. Since 1970, blooms are no longer exceptional phenomena. For example, in the 1980's alone, 46 blooms due to 15 algal species were recorded in the Romanian littoral waters. Besides the bloom-producing species, other numerous mass species have remarkably developed. During the 1980's, 79 species recorded densities larger than 100,000 cells l-1, as compared to 57 species in the 1970's, and only 38 species in the 1960's. Numerical density of the main species increased from the levels of the 1960's, for 66% of the species in the 1970's, and for 78% of the species in the 1980's. From the 1960's to the 1980's the proportion of non-diatoms in the numerical density of phytoplankton increased from 8% to 62% of the total. Changes in the quantitative proportions of the main algal groups are due to the changes in the nutritive basis. These changes include the diminution of the ratios Si:N and Si:P (which is detrimental to diatoms), and the increase of organic matter (which favors the phytoplankters with mixotrophic affinities belonging to Dinoflagellata, Euglenida, and Chrysophyta). Between 1983 and 1990 the average biomass of phytoplankton in Romanian coastal waters was more than 8 times higher than that assessed between 1959 and 1963. The evolution of the zooplankton communities was marked by a simplification of structure and a diminution of species diversity, especially in the shore areas. Besides the total disappearance of some species (three species of copepods belonging to the family Pontellidae), the populations of some holoplanktonic species have diminished greatly, as for example Centropages kroyeri, Penilia avirostris, Evadne tergestina and E. spinifera. The populations of the meroplanktonic component of the zooplankton (the planktonic larval stages of benthic biota) have also diminished as a consequence of the mortalities produced in the benthic fauna. In contrast the density of a small number of opportunistic species (e.g. Acartia clausi and Pleopis polyphemoides) increased, the species becoming dominant in the communities. Another characteristic feature is the explosive development of Noctiluca scintillans, especially during the summer, following a significant algal bloom (in the summer of 1986 and 1987, this species represented 91-99% of the entire zooplankton biomass). Massive accumulation of the jellyfish Aurelia aurita has also been recorded. Between 1980 and 1987 the mean values of density and biomass of total zooplankton increased up to 10 times compared to those recorded in the decade 1960-1970, because of massive stocks of Noctiluca in the summer. The trophic zooplankton experienced a substantial decline of the population (especially during 1990-1991) and a decrease of planktivorous fish, concomitently with the appearance in the Black Sea waters of Mnemiopsis leidyi (a big consumer of plankton and fish juveniles). For the ecosystem components of the Black Sea as a whole, the strong relation between the dynamics of the structure of biocoenoses with space and time, as well as the variable character of dynamic processes at community level, became obvious during the last thirty years. The number of bottom fish inhabiting the shallow coastal water sharply declined because of hypoxia. Pelagic fish have also undergone changes in the last two or three decades. Changes in the Black Sea ecosystem were reflected in the taxonomic composition of commercial catches. Three species of dolphins inhabit the Black Sea. At present all riparian countries restrain from catching these marine mammals. Despite these measures, however, dolphin standing stocks have continued to decline.",,,,,,,,,,,
